customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
CUST016455,3,9,6294.75,5,5,5,Champion
CUST016456,648,1,589.06,1,1,2,Lost
CUST016457,529,1,523.87,1,1,2,Lost
CUST016458,28,13,7022.75,5,5,5,Champion
CUST016459,50,4,3487.49,4,4,5,Champion
CUST016461,26,1,806.5,5,1,2,Needs Attention
CUST016462,176,3,2122.6,3,4,4,Loyal Customer
CUST016464,8,7,3690.01,5,5,5,Champion
CUST016465,432,2,1128.22,1,3,3,At Risk
CUST016466,156,4,2562.34,3,4,4,Loyal Customer
CUST016467,246,1,455.16,2,1,2,Lost
CUST016468,821,1,535.7,1,1,2,Lost
CUST016469,139,1,294.16,3,1,1,Needs Attention
CUST016472,48,11,7011.79,4,5,5,Champion
CUST016473,147,4,3342.79,3,4,5,Loyal Customer
CUST016474,49,4,1597.8899999999999,4,4,4,Champion
CUST016477,367,2,1316.42,2,3,3,At Risk
CUST016479,30,2,497.57,5,3,2,Loyal Customer
CUST016480,248,3,2492.32,2,4,4,At Risk
CUST016481,288,1,621.76,2,1,2,Lost
CUST016483,48,2,2183.13,4,3,4,Loyal Customer
CUST016484,154,1,608.18,3,1,2,Needs Attention
CUST016485,39,7,2882.9900000000002,5,5,4,Champion
CUST016486,46,5,2072.69,4,5,4,Champion
CUST016487,182,1,617.16,3,1,2,Needs Attention
CUST016488,72,14,6935.459999999999,4,5,5,Champion
CUST016490,36,27,10154.61,5,5,5,Champion
CUST016491,50,3,1026.44,4,4,3,Loyal Customer
CUST016492,395,1,384.72,1,1,1,Lost
CUST016493,24,1,607.96,5,1,2,Needs Attention
CUST016494,723,1,1547.71,1,1,3,Lost
CUST016497,2,2,1046.67,5,3,3,Loyal Customer
CUST016498,226,3,2520.52,2,4,4,At Risk
CUST016499,41,6,5466.71,4,5,5,Champion
CUST016500,10,1,1733.66,5,1,4,Needs Attention
CUST016501,35,7,4904.139999999999,5,5,5,Champion
CUST016505,975,1,1188.69,1,1,3,Lost
CUST016508,47,5,3150.2599999999998,4,5,5,Champion
CUST016510,294,2,880.0,2,3,3,At Risk
CUST016511,65,9,3162.6800000000003,4,5,5,Champion
CUST016512,816,3,2713.2,1,4,4,At Risk
CUST016513,167,4,5552.57,3,4,5,Loyal Customer
CUST016514,704,1,986.75,1,1,3,Lost
CUST016516,15,1,612.22,5,1,2,Needs Attention
CUST016518,161,2,2364.34,3,3,4,Loyal Customer
CUST016519,72,4,2570.9700000000003,4,4,4,Champion
CUST016520,90,3,1769.3200000000002,4,4,4,Champion
CUST016523,170,2,751.17,3,3,2,Loyal Customer
CUST016524,127,2,781.61,3,3,2,Loyal Customer
CUST016525,336,1,1275.56,2,1,3,Lost
CUST016526,600,1,1323.56,1,1,3,Lost
CUST016528,968,1,1048.78,1,1,3,Lost
CUST016529,158,5,3699.3,3,5,5,Loyal Customer
CUST016530,35,4,1015.27,5,4,3,Loyal Customer
CUST016531,80,3,760.22,4,4,2,Loyal Customer
CUST016532,68,13,6872.03,4,5,5,Champion
CUST016533,580,1,659.39,1,1,2,Lost
CUST016534,445,2,922.8499999999999,1,3,3,At Risk
CUST016536,14,7,2327.5099999999998,5,5,4,Champion
CUST016537,51,3,1790.37,4,4,4,Champion
CUST016539,654,1,1556.36,1,1,3,Lost
CUST016540,372,3,1581.28,2,4,4,At Risk
CUST016542,314,1,509.08,2,1,2,Lost
CUST016543,3,15,7115.32,5,5,5,Champion
CUST016547,403,3,760.93,1,4,2,At Risk
CUST016550,39,7,4816.3,5,5,5,Champion
CUST016551,236,3,2141.14,2,4,4,At Risk
CUST016552,20,8,5359.5,5,5,5,Champion
CUST016555,3,224,142139.84,5,5,5,Champion
CUST016557,273,3,671.56,2,4,2,At Risk
CUST016558,200,4,2579.75,3,4,4,Loyal Customer
CUST016559,199,4,3480.15,3,4,5,Loyal Customer
CUST016560,802,1,302.34,1,1,1,Lost
CUST016561,4,1,466.05,5,1,2,Needs Attention
CUST016562,392,3,2010.8200000000002,1,4,4,At Risk
CUST016563,76,4,1955.94,4,4,4,Champion
CUST016567,338,3,645.72,2,4,2,At Risk
CUST016568,57,2,519.49,4,3,2,Loyal Customer
CUST016569,258,2,280.39,2,3,1,At Risk
CUST016570,73,6,1770.8,4,5,4,Champion
CUST016572,226,3,3683.2999999999997,2,4,5,At Risk
CUST016574,15,1,562.33,5,1,2,Needs Attention
CUST016576,79,1,549.3,4,1,2,Needs Attention
CUST016579,69,2,2615.37,4,3,4,Loyal Customer
CUST016582,12,31,18615.97,5,5,5,Champion
CUST016584,45,19,14131.54,4,5,5,Champion
CUST016585,40,7,2757.4,4,5,4,Champion
CUST016586,432,1,418.56,1,1,1,Lost
CUST016588,144,2,367.98,3,3,1,Loyal Customer
CUST016589,22,6,3175.77,5,5,5,Champion
CUST016590,235,1,665.61,2,1,2,Lost
CUST016591,74,1,98.49,4,1,1,Needs Attention
CUST016592,131,6,3585.34,3,5,5,Loyal Customer
CUST016593,30,2,866.6999999999999,5,3,2,Loyal Customer
CUST016595,82,9,5655.9800000000005,4,5,5,Champion
CUST016596,212,5,2057.21,2,5,4,At Risk
CUST016597,49,1,147.8,4,1,1,Needs Attention
CUST016599,701,1,299.88,1,1,1,Lost
CUST016600,30,2,411.13,5,3,1,Loyal Customer
CUST016602,62,7,2353.97,4,5,4,Champion
CUST016603,7,53,27841.96,5,5,5,Champion
CUST016604,819,1,634.69,1,1,2,Lost
CUST016605,672,2,2974.4799999999996,1,3,5,At Risk
CUST016610,763,1,1745.72,1,1,4,Lost
CUST016611,149,6,1973.4899999999998,3,5,4,Loyal Customer
CUST016613,105,2,730.88,3,3,2,Loyal Customer
CUST016614,228,1,177.86,2,1,1,Lost
CUST016615,124,3,1385.99,3,4,3,Loyal Customer
CUST016620,919,1,273.43,1,1,1,Lost
CUST016622,110,4,2706.0099999999998,3,4,4,Loyal Customer
CUST016623,22,3,1628.49,5,4,4,Champion
CUST016626,626,1,1139.88,1,1,3,Lost
CUST016627,25,20,7609.55,5,5,5,Champion
CUST016631,446,2,1769.55,1,3,4,At Risk
CUST016637,82,5,4001.24,4,5,5,Champion
CUST016638,643,1,274.58,1,1,1,Lost
CUST016639,178,2,583.8,3,3,2,Loyal Customer
CUST016644,150,6,2374.05,3,5,4,Loyal Customer
CUST016645,123,8,3652.67,3,5,5,Loyal Customer
CUST016647,57,4,1966.88,4,4,4,Champion
CUST016648,21,4,4013.62,5,4,5,Champion
CUST016650,3,5,1483.83,5,5,3,Loyal Customer
CUST016651,391,1,23.17,2,1,1,Lost
CUST016652,24,4,2205.27,5,4,4,Champion
CUST016653,68,2,1637.63,4,3,4,Loyal Customer
CUST016654,27,5,3031.0699999999997,5,5,5,Champion
CUST016655,559,3,1659.06,1,4,4,At Risk
CUST016658,92,11,6408.3,4,5,5,Champion
CUST016660,666,1,644.79,1,1,2,Lost
CUST016661,510,1,358.0,1,1,1,Lost
CUST016663,84,2,981.3199999999999,4,3,3,Loyal Customer
CUST016665,382,1,191.38,2,1,1,Lost
CUST016666,20,6,3100.29,5,5,5,Champion
CUST016667,371,1,105.87,2,1,1,Lost
CUST016668,537,2,1385.22,1,3,3,At Risk
CUST016669,265,1,516.49,2,1,2,Lost
CUST016670,128,7,4098.33,3,5,5,Loyal Customer
CUST016671,137,1,713.55,3,1,2,Needs Attention
CUST016674,11,6,2647.17,5,5,4,Champion
CUST016675,83,2,1541.04,4,3,3,Loyal Customer
CUST016676,26,5,4275.78,5,5,5,Champion
CUST016677,638,1,25.85,1,1,1,Lost
CUST016678,83,13,4995.07,4,5,5,Champion
CUST016680,552,1,245.52,1,1,1,Lost
CUST016683,120,2,1807.61,3,3,4,Loyal Customer
CUST016684,137,3,1148.56,3,4,3,Loyal Customer
CUST016685,70,9,4673.09,4,5,5,Champion
CUST016686,683,2,541.89,1,3,2,At Risk
CUST016688,19,27,17477.17,5,5,5,Champion
CUST016689,326,2,1254.06,2,3,3,At Risk
CUST016690,41,6,3015.2700000000004,4,5,5,Champion
CUST016691,33,4,1364.58,5,4,3,Loyal Customer
CUST016692,204,2,305.01,2,3,1,At Risk
CUST016694,656,1,421.91,1,1,1,Lost
CUST016695,33,4,1571.82,5,4,4,Champion
CUST016696,458,2,591.5699999999999,1,3,2,At Risk
CUST016697,128,2,715.52,3,3,2,Loyal Customer
CUST016698,468,1,1331.1,1,1,3,Lost
CUST016700,71,6,2621.72,4,5,4,Champion
CUST016701,119,1,500.1,3,1,2,Needs Attention
CUST016702,36,2,578.54,5,3,2,Loyal Customer
CUST016703,197,3,666.51,3,4,2,Loyal Customer
CUST016704,71,5,2069.75,4,5,4,Champion
CUST016707,114,4,3377.96,3,4,5,Loyal Customer
CUST016709,346,1,514.73,2,1,2,Lost
CUST016711,150,4,815.51,3,4,2,Loyal Customer
CUST016712,12,45,28669.03,5,5,5,Champion
CUST016713,100,8,3341.63,4,5,5,Champion
CUST016715,193,1,768.02,3,1,2,Needs Attention
CUST016719,127,4,1014.65,3,4,3,Loyal Customer
CUST016721,921,1,258.52,1,1,1,Lost
CUST016722,23,2,854.64,5,3,2,Loyal Customer
CUST016723,110,2,2295.6400000000003,3,3,4,Loyal Customer
CUST016724,485,1,453.17,1,1,2,Lost
CUST016725,43,3,1404.54,4,4,3,Loyal Customer
CUST016727,86,5,2347.73,4,5,4,Champion
CUST016728,376,1,561.04,2,1,2,Lost
CUST016729,417,2,2568.64,1,3,4,At Risk
CUST016731,351,1,48.74,2,1,1,Lost
CUST016733,172,4,2632.52,3,4,4,Loyal Customer
CUST016737,485,1,463.32,1,1,2,Lost
CUST016738,34,3,2405.9,5,4,4,Champion
CUST016741,30,12,7033.46,5,5,5,Champion
CUST016742,45,7,6880.68,4,5,5,Champion
CUST016743,488,1,829.47,1,1,2,Lost
CUST016745,426,1,642.16,1,1,2,Lost
CUST016746,4,2,317.68,5,3,1,Loyal Customer
CUST016748,266,3,2952.65,2,4,5,At Risk
CUST016750,233,2,1455.43,2,3,3,At Risk
CUST016751,887,1,439.51,1,1,2,Lost
CUST016753,361,5,3539.67,2,5,5,At Risk
CUST016754,76,2,1220.27,4,3,3,Loyal Customer
CUST016755,437,1,317.48,1,1,1,Lost
CUST016756,308,1,61.36,2,1,1,Lost
CUST016757,29,3,2516.5299999999997,5,4,4,Champion
CUST016758,25,9,4052.16,5,5,5,Champion
CUST016759,394,2,682.89,1,3,2,At Risk
CUST016760,421,1,416.34,1,1,1,Lost
CUST016761,62,2,2750.9,4,3,4,Loyal Customer
CUST016762,107,2,420.42,3,3,1,Loyal Customer
CUST016763,84,5,1222.69,4,5,3,Loyal Customer
CUST016765,20,8,4108.69,5,5,5,Champion
CUST016766,219,3,1310.24,2,4,3,At Risk
CUST016768,2,3,576.31,5,4,2,Loyal Customer
CUST016771,23,2,447.69,5,3,2,Loyal Customer
CUST016776,98,4,1551.54,4,4,3,Loyal Customer
CUST016777,58,3,1441.18,4,4,3,Loyal Customer
CUST016778,365,2,1016.73,2,3,3,At Risk
CUST016781,215,5,3204.24,2,5,5,At Risk
CUST016783,100,4,979.72,4,4,3,Loyal Customer
CUST016784,210,2,221.88,2,3,1,At Risk
CUST016785,291,3,1371.67,2,4,3,At Risk
CUST016786,54,3,2670.67,4,4,4,Champion
CUST016787,129,1,895.76,3,1,3,Needs Attention
CUST016788,62,13,6962.66,4,5,5,Champion
CUST016789,15,2,670.99,5,3,2,Loyal Customer
CUST016790,651,1,289.5,1,1,1,Lost
CUST016791,78,2,2114.5,4,3,4,Loyal Customer
CUST016793,62,3,1852.3,4,4,4,Champion
CUST016794,111,1,257.95,3,1,1,Needs Attention
CUST016798,457,1,971.79,1,1,3,Lost
CUST016799,258,1,635.63,2,1,2,Lost
CUST016800,370,3,514.39,2,4,2,At Risk
CUST016806,67,8,4391.650000000001,4,5,5,Champion
CUST016808,207,1,584.65,2,1,2,Lost
CUST016810,426,1,417.43,1,1,1,Lost
CUST016811,73,2,762.25,4,3,2,Loyal Customer
CUST016812,55,2,2007.1399999999999,4,3,4,Loyal Customer
CUST016814,287,2,954.4300000000001,2,3,3,At Risk
CUST016815,186,5,2495.91,3,5,4,Loyal Customer
CUST016816,169,4,3731.19,3,4,5,Loyal Customer
CUST016823,348,1,401.4,2,1,1,Lost
CUST016824,326,1,250.42,2,1,1,Lost
CUST016825,9,6,3744.23,5,5,5,Champion
CUST016826,41,1,787.6,4,1,2,Needs Attention
CUST016827,712,1,222.65,1,1,1,Lost
CUST016829,7,3,732.8299999999999,5,4,2,Loyal Customer
CUST016830,5,8,2310.98,5,5,4,Champion
CUST016831,233,3,2263.3199999999997,2,4,4,At Risk
CUST016832,78,4,3762.22,4,4,5,Champion
CUST016833,36,4,2438.62,5,4,4,Champion
CUST016835,133,4,4167.75,3,4,5,Loyal Customer
CUST016836,22,5,2090.05,5,5,4,Champion
CUST016838,576,1,1263.42,1,1,3,Lost
CUST016839,123,1,131.16,3,1,1,Needs Attention
CUST016840,123,12,7167.6,3,5,5,Loyal Customer
CUST016842,355,1,451.47,2,1,2,Lost
CUST016843,36,3,1636.24,5,4,4,Champion
CUST016844,80,5,3024.33,4,5,5,Champion
CUST016846,56,8,4117.96,4,5,5,Champion
CUST016848,599,1,703.4,1,1,2,Lost
CUST016851,232,1,484.35,2,1,2,Lost
CUST016855,31,3,1887.94,5,4,4,Champion
CUST016856,757,1,323.95,1,1,1,Lost
CUST016862,127,3,1417.52,3,4,3,Loyal Customer
CUST016863,57,1,574.28,4,1,2,Needs Attention
CUST016865,143,1,1093.32,3,1,3,Needs Attention
CUST016866,44,3,2748.15,4,4,4,Champion
CUST016869,414,1,1600.62,1,1,4,Lost
CUST016870,331,2,331.53,2,3,1,At Risk
CUST016873,154,3,1110.35,3,4,3,Loyal Customer
CUST016874,812,1,463.39,1,1,2,Lost
CUST016877,31,15,8018.8,5,5,5,Champion
CUST016878,268,1,1180.0,2,1,3,Lost
CUST016879,147,3,638.73,3,4,2,Loyal Customer
CUST016881,5,8,6366.63,5,5,5,Champion
CUST016883,69,1,329.6,4,1,1,Needs Attention
CUST016886,52,11,4655.71,4,5,5,Champion
CUST016888,261,3,3521.26,2,4,5,At Risk
CUST016890,180,4,1531.46,3,4,3,Loyal Customer
CUST016891,67,1,445.19,4,1,2,Needs Attention
CUST016894,446,1,96.97,1,1,1,Lost
CUST016896,222,2,1502.9299999999998,2,3,3,At Risk
CUST016897,69,2,1247.45,4,3,3,Loyal Customer
CUST016899,35,4,2169.56,5,4,4,Champion
CUST016901,64,6,4281.72,4,5,5,Champion
CUST016902,20,1,393.23,5,1,1,Needs Attention
CUST016903,197,1,3592.01,3,1,5,Needs Attention
CUST016907,399,1,47.22,1,1,1,Lost
CUST016908,36,4,2780.35,5,4,4,Champion
CUST016909,35,3,3000.66,5,4,5,Champion
CUST016911,81,2,851.1700000000001,4,3,2,Loyal Customer
CUST016913,79,3,1012.32,4,4,3,Loyal Customer
CUST016916,26,5,2558.29,5,5,4,Champion
CUST016917,99,1,615.7,4,1,2,Needs Attention
CUST016918,302,3,1383.76,2,4,3,At Risk
CUST016919,182,7,4704.860000000001,3,5,5,Loyal Customer
CUST016920,4,3,1753.76,5,4,4,Champion
CUST016921,175,5,2215.37,3,5,4,Loyal Customer
CUST016922,697,1,662.91,1,1,2,Lost
CUST016923,120,1,478.06,3,1,2,Needs Attention
CUST016925,109,5,2749.38,3,5,4,Loyal Customer
CUST016926,170,2,2478.35,3,3,4,Loyal Customer
CUST016927,424,3,613.89,1,4,2,At Risk
CUST016928,80,5,3384.04,4,5,5,Champion
CUST016929,377,5,3523.0299999999997,2,5,5,At Risk
CUST016930,78,12,5443.5599999999995,4,5,5,Champion
CUST016931,428,1,319.97,1,1,1,Lost
CUST016933,50,6,2357.76,4,5,4,Champion
CUST016934,82,1,474.71,4,1,2,Needs Attention
CUST016935,4,6,2992.01,5,5,5,Champion
CUST016936,176,1,308.24,3,1,1,Needs Attention
CUST016937,88,6,2677.05,4,5,4,Champion
CUST016938,101,4,703.74,4,4,2,Loyal Customer
CUST016939,117,6,4877.04,3,5,5,Loyal Customer
CUST016941,89,9,3581.5,4,5,5,Champion
CUST016942,171,2,1915.21,3,3,4,Loyal Customer
CUST016944,93,1,75.3,4,1,1,Needs Attention
CUST016945,96,2,580.78,4,3,2,Loyal Customer
CUST016946,307,3,2143.73,2,4,4,At Risk
CUST016947,403,1,206.24,1,1,1,Lost
CUST016948,36,2,545.86,5,3,2,Loyal Customer
CUST016949,165,6,3839.63,3,5,5,Loyal Customer
CUST016952,170,1,799.81,3,1,2,Needs Attention
CUST016953,151,3,1822.37,3,4,4,Loyal Customer
CUST016954,836,1,989.98,1,1,3,Lost
CUST016956,240,1,315.22,2,1,1,Lost
CUST016959,152,2,167.23,3,3,1,Loyal Customer
CUST016960,189,1,537.02,3,1,2,Needs Attention
CUST016961,29,2,513.21,5,3,2,Loyal Customer
CUST016962,275,1,318.86,2,1,1,Lost
CUST016964,315,3,2674.8,2,4,4,At Risk
CUST016966,637,1,728.52,1,1,2,Lost
CUST016967,782,1,409.5,1,1,1,Lost
CUST016968,252,2,851.02,2,3,2,At Risk
CUST016969,486,1,51.25,1,1,1,Lost
CUST016970,341,1,199.13,2,1,1,Lost
CUST016971,219,1,492.4,2,1,2,Lost
CUST016972,84,1,1182.56,4,1,3,Needs Attention
CUST016973,21,2,2021.56,5,3,4,Loyal Customer
CUST016976,149,3,2427.22,3,4,4,Loyal Customer
CUST016977,66,2,1344.96,4,3,3,Loyal Customer
CUST016978,18,2,2165.7,5,3,4,Loyal Customer
CUST016979,39,2,683.8199999999999,5,3,2,Loyal Customer
CUST016983,653,1,551.75,1,1,2,Lost
CUST016984,179,3,2163.12,3,4,4,Loyal Customer
CUST016985,60,4,3171.44,4,4,5,Champion
CUST016986,37,6,4190.259999999999,5,5,5,Champion
CUST016987,81,3,1118.74,4,4,3,Loyal Customer
CUST016988,445,2,190.09,1,3,1,At Risk
CUST016989,97,2,660.31,4,3,2,Loyal Customer
CUST016991,407,1,529.91,1,1,2,Lost
CUST016992,549,2,996.68,1,3,3,At Risk
CUST016993,27,5,4156.76,5,5,5,Champion
CUST016994,405,1,244.18,1,1,1,Lost
CUST016996,24,8,5730.72,5,5,5,Champion
CUST016997,160,1,476.3,3,1,2,Needs Attention
CUST016998,15,5,1709.38,5,5,4,Champion
CUST016999,38,4,4094.56,5,4,5,Champion
CUST017002,44,10,5959.39,4,5,5,Champion
CUST017003,560,1,84.0,1,1,1,Lost
CUST017004,218,1,142.62,2,1,1,Lost
CUST017010,379,1,616.75,2,1,2,Lost
CUST017015,39,11,5572.51,5,5,5,Champion
CUST017016,117,1,734.14,3,1,2,Needs Attention
CUST017017,249,4,854.88,2,4,2,At Risk
CUST017018,14,2,848.8100000000001,5,3,2,Loyal Customer
CUST017020,118,11,3263.21,3,5,5,Loyal Customer
CUST017022,83,1,201.49,4,1,1,Needs Attention
CUST017023,271,6,3762.58,2,5,5,At Risk
CUST017024,430,2,1979.59,1,3,4,At Risk
CUST017026,9,11,9898.44,5,5,5,Champion
CUST017027,519,2,1163.18,1,3,3,At Risk
CUST017028,172,7,5037.4,3,5,5,Loyal Customer
CUST017030,32,14,8570.47,5,5,5,Champion
CUST017031,74,1,503.64,4,1,2,Needs Attention
CUST017032,101,2,713.6700000000001,4,3,2,Loyal Customer
CUST017033,122,2,2121.24,3,3,4,Loyal Customer
CUST017036,121,1,16.8,3,1,1,Needs Attention
CUST017039,74,10,6259.5,4,5,5,Champion
CUST017040,367,3,2536.64,2,4,4,At Risk
CUST017042,488,1,792.99,1,1,2,Lost
CUST017045,807,1,201.08,1,1,1,Lost
CUST017046,45,6,4057.47,4,5,5,Champion
CUST017051,38,1,549.58,5,1,2,Needs Attention
CUST017052,684,2,864.14,1,3,2,At Risk
CUST017054,45,4,1274.35,4,4,3,Loyal Customer
CUST017055,28,6,1483.25,5,5,3,Loyal Customer
CUST017056,91,4,2830.45,4,4,4,Champion
CUST017057,342,4,994.09,2,4,3,At Risk
CUST017059,211,1,430.86,2,1,1,Lost
CUST017060,76,4,1682.72,4,4,4,Champion
CUST017061,17,3,1350.54,5,4,3,Loyal Customer
CUST017062,1,2,545.45,5,3,2,Loyal Customer
CUST017064,337,2,1847.6599999999999,2,3,4,At Risk
CUST017066,810,1,1229.24,1,1,3,Lost
CUST017067,24,2,1102.16,5,3,3,Loyal Customer
CUST017068,995,1,941.35,1,1,3,Lost
CUST017070,388,1,166.66,2,1,1,Lost
CUST017071,126,1,160.87,3,1,1,Needs Attention
CUST017072,4,10,7150.79,5,5,5,Champion
CUST017073,314,2,1214.1,2,3,3,At Risk
CUST017074,46,15,6245.99,4,5,5,Champion
CUST017075,112,3,2132.55,3,4,4,Loyal Customer
CUST017076,61,1,690.14,4,1,2,Needs Attention
CUST017079,2,4,1882.4899999999998,5,4,4,Champion
CUST017080,456,1,1658.4,1,1,4,Lost
CUST017081,46,4,1636.81,4,4,4,Champion
CUST017082,18,8,4156.53,5,5,5,Champion
CUST017084,280,2,1115.8,2,3,3,At Risk
CUST017085,73,4,3214.5,4,4,5,Champion
CUST017086,224,1,703.4,2,1,2,Lost
CUST017087,4,19,9357.83,5,5,5,Champion
CUST017088,71,6,5875.05,4,5,5,Champion
CUST017089,102,2,1118.94,3,3,3,Loyal Customer
CUST017091,181,2,737.6800000000001,3,3,2,Loyal Customer
CUST017095,40,3,3313.7799999999997,4,4,5,Champion
CUST017096,195,4,1051.77,3,4,3,Loyal Customer
CUST017097,336,2,808.6,2,3,2,At Risk
CUST017098,8,6,3409.25,5,5,5,Champion
CUST017099,290,2,1474.69,2,3,3,At Risk
CUST017102,172,2,871.81,3,3,3,Loyal Customer
CUST017103,276,1,532.64,2,1,2,Lost
CUST017108,276,2,654.94,2,3,2,At Risk
CUST017111,131,1,215.84,3,1,1,Needs Attention
CUST017113,51,7,3438.5,4,5,5,Champion
CUST017115,230,2,849.46,2,3,2,At Risk
CUST017116,682,1,502.67,1,1,2,Lost
CUST017118,183,1,244.18,3,1,1,Needs Attention
CUST017123,28,13,9418.67,5,5,5,Champion
CUST017124,390,4,4972.44,2,4,5,At Risk
CUST017125,117,5,2812.28,3,5,4,Loyal Customer
CUST017126,90,2,347.77,4,3,1,Loyal Customer
CUST017128,126,4,817.74,3,4,2,Loyal Customer
CUST017129,519,1,916.15,1,1,3,Lost
CUST017131,45,6,2074.7,4,5,4,Champion
CUST017132,218,1,486.47,2,1,2,Lost
CUST017134,773,1,137.25,1,1,1,Lost
CUST017135,8,20,9129.3,5,5,5,Champion
CUST017136,2,165,97343.05,5,5,5,Champion
CUST017137,748,2,705.68,1,3,2,At Risk
CUST017138,21,5,1553.5,5,5,3,Loyal Customer
CUST017140,712,1,447.1,1,1,2,Lost
CUST017144,115,2,1387.78,3,3,3,Loyal Customer
CUST017145,219,2,1567.53,2,3,4,At Risk
CUST017148,80,8,4062.6699999999996,4,5,5,Champion
CUST017150,312,1,269.81,2,1,1,Lost
CUST017152,83,3,1381.19,4,4,3,Loyal Customer
CUST017153,795,2,935.3199999999999,1,3,3,At Risk
CUST017157,236,1,1501.13,2,1,3,Lost
CUST017159,442,2,969.44,1,3,3,At Risk
CUST017160,25,5,2225.32,5,5,4,Champion
CUST017162,210,2,1296.45,2,3,3,At Risk
CUST017163,970,1,262.23,1,1,1,Lost
CUST017164,563,1,93.79,1,1,1,Lost
CUST017166,54,4,2736.47,4,4,4,Champion
CUST017168,277,1,469.79,2,1,2,Lost
CUST017170,99,2,610.32,4,3,2,Loyal Customer
CUST017171,999,1,1527.16,1,1,3,Lost
CUST017173,210,2,2424.34,2,3,4,At Risk
CUST017174,778,1,1242.96,1,1,3,Lost
CUST017177,622,1,429.11,1,1,1,Lost
CUST017178,5,2,637.4100000000001,5,3,2,Loyal Customer
CUST017181,55,4,860.9000000000001,4,4,2,Loyal Customer
CUST017182,114,1,264.29,3,1,1,Needs Attention
CUST017183,27,2,1050.88,5,3,3,Loyal Customer
CUST017184,147,3,1026.17,3,4,3,Loyal Customer
CUST017185,171,2,2212.49,3,3,4,Loyal Customer
CUST017188,607,1,308.95,1,1,1,Lost
CUST017189,466,1,982.72,1,1,3,Lost
CUST017193,82,1,25.85,4,1,1,Needs Attention
CUST017194,808,1,456.23,1,1,2,Lost
CUST017195,34,4,1343.92,5,4,3,Loyal Customer
CUST017196,99,3,1548.42,4,4,3,Loyal Customer
CUST017201,152,2,1491.3600000000001,3,3,3,Loyal Customer
CUST017202,24,6,2680.3599999999997,5,5,4,Champion
CUST017203,180,3,1843.78,3,4,4,Loyal Customer
CUST017204,28,22,13051.99,5,5,5,Champion
CUST017205,13,3,1101.71,5,4,3,Loyal Customer
CUST017211,535,1,425.96,1,1,1,Lost
CUST017212,457,2,1402.86,1,3,3,At Risk
CUST017213,254,1,1428.49,2,1,3,Lost
CUST017215,631,1,514.18,1,1,2,Lost
CUST017216,127,5,2649.0699999999997,3,5,4,Loyal Customer
CUST017217,23,2,692.3,5,3,2,Loyal Customer
CUST017218,96,2,1216.9,4,3,3,Loyal Customer
CUST017219,15,8,3142.01,5,5,5,Champion
CUST017220,123,6,3084.21,3,5,5,Loyal Customer
CUST017221,236,1,377.54,2,1,1,Lost
CUST017226,317,1,659.71,2,1,2,Lost
CUST017227,222,4,2058.96,2,4,4,At Risk
CUST017228,468,2,456.39000000000004,1,3,2,At Risk
CUST017229,4,1,475.7,5,1,2,Needs Attention
CUST017233,452,2,1924.8899999999999,1,3,4,At Risk
CUST017234,479,1,130.84,1,1,1,Lost
CUST017236,497,1,61.34,1,1,1,Lost
CUST017237,94,3,2116.21,4,4,4,Champion
CUST017238,409,2,1770.24,1,3,4,At Risk
CUST017241,363,1,1296.82,2,1,3,Lost
CUST017242,66,7,3817.61,4,5,5,Champion
CUST017244,243,1,537.36,2,1,2,Lost
CUST017245,13,1,70.42,5,1,1,Needs Attention
CUST017247,571,1,85.96,1,1,1,Lost
CUST017248,41,7,3917.54,4,5,5,Champion
CUST017251,3,2,795.49,5,3,2,Loyal Customer
CUST017252,641,1,1657.83,1,1,4,Lost
CUST017255,190,5,1893.7,3,5,4,Loyal Customer
CUST017257,210,1,420.68,2,1,1,Lost
CUST017258,847,1,26.01,1,1,1,Lost
CUST017259,268,2,1324.65,2,3,3,At Risk
CUST017262,150,3,824.5600000000001,3,4,2,Loyal Customer
CUST017263,294,1,558.03,2,1,2,Lost
CUST017264,159,4,2128.41,3,4,4,Loyal Customer
CUST017266,519,2,738.9,1,3,2,At Risk
CUST017267,326,1,566.51,2,1,2,Lost
CUST017268,99,2,589.0799999999999,4,3,2,Loyal Customer
CUST017269,212,5,2611.46,2,5,4,At Risk
CUST017270,8,33,17380.08,5,5,5,Champion
CUST017271,52,2,935.55,4,3,3,Loyal Customer
CUST017272,501,1,305.15,1,1,1,Lost
CUST017273,242,4,3338.7,2,4,5,At Risk
CUST017275,985,1,135.33,1,1,1,Lost
CUST017277,68,21,11893.44,4,5,5,Champion
CUST017278,22,21,16457.04,5,5,5,Champion
CUST017279,23,2,413.16999999999996,5,3,1,Loyal Customer
CUST017280,198,1,344.6,3,1,1,Needs Attention
CUST017281,44,2,1379.29,4,3,3,Loyal Customer
CUST017283,69,3,1845.25,4,4,4,Champion
CUST017284,16,5,3301.04,5,5,5,Champion
CUST017285,111,3,1596.27,3,4,4,Loyal Customer
CUST017291,725,1,327.65,1,1,1,Lost
CUST017292,138,7,4994.610000000001,3,5,5,Loyal Customer
CUST017293,6,3,1911.5900000000001,5,4,4,Champion
CUST017294,582,1,547.3,1,1,2,Lost
CUST017298,431,2,502.82000000000005,1,3,2,At Risk
CUST017299,306,5,1947.55,2,5,4,At Risk
CUST017302,927,1,1375.28,1,1,3,Lost
