payment_id,order_id,payment_method,amount,payment_date
PAY0038278,ORD0038278,Credit Card,95.14,2025-08-31
PAY0038279,ORD0038279,Credit Card,553.6,2025-10-10
PAY0038280,ORD0038280,COD,753.1,2025-04-11
PAY0038282,ORD0038282,Wallet,444.87,2025-12-22
PAY0038283,ORD0038283,Wallet,387.17,2026-01-07
PAY0038285,ORD0038285,COD,418.56,2025-01-09
PAY0038287,ORD0038287,Credit Card,52.37,2024-01-11
PAY0038288,ORD0038288,Credit Card,652.5,2024-02-19
PAY0038290,ORD0038290,Credit Card,1174.78,2024-09-24
PAY0038291,ORD0038291,Credit Card,1000.61,2025-01-03
PAY0038292,ORD0038292,UPI/Pix,694.14,2026-04-17
PAY0038293,ORD0038293,COD,427.86,2025-11-19
PAY0038294,ORD0038294,UPI/Pix,1218.79,2026-03-30
PAY0038295,ORD0038295,Wallet,70.4,2025-07-06
PAY0038296,ORD0038296,Debit Card,313.23,2026-01-26
PAY0038297,ORD0038297,Debit Card,1118.33,2025-02-21
PAY0038298,ORD0038298,Credit Card,119.85,2024-09-09
PAY0038299,ORD0038299,Credit Card,640.68,2024-11-10
PAY0038300,ORD0038300,UPI/Pix,1419.31,2026-05-18
PAY0038301,ORD0038301,Wallet,631.92,2025-10-09
PAY0038302,ORD0038302,Credit Card,866.45,2024-11-08
PAY0038303,ORD0038303,Credit Card,413.43,2024-10-27
PAY0038304,ORD0038304,Wallet,586.13,2025-12-04
PAY0038305,ORD0038305,UPI/Pix,293.1,2025-11-30
PAY0038306,ORD0038306,COD,253.58,2026-02-17
PAY0038308,ORD0038308,Credit Card,227.99,2024-06-27
PAY0038310,ORD0038310,Credit Card,205.79,2025-05-18
PAY0038311,ORD0038311,Debit Card,654.96,2026-04-06
PAY0038312,ORD0038312,Credit Card,396.6,2023-11-20
PAY0038313,ORD0038313,Credit Card,606.25,2026-03-08
PAY0038314,ORD0038314,Debit Card,127.79,2024-05-19
PAY0038315,ORD0038315,Wallet,112.44,2026-02-17
PAY0038316,ORD0038316,Credit Card,357.43,2024-07-25
PAY0038317,ORD0038317,Wallet,1011.72,2026-05-24
PAY0038318,ORD0038318,Credit Card,104.75,2025-11-30
PAY0038319,ORD0038319,Credit Card,33.53,2025-10-24
PAY0038320,ORD0038320,Wallet,1784.1,2026-06-12
PAY0038321,ORD0038321,Credit Card,660.66,2025-12-17
PAY0038322,ORD0038322,Credit Card,326.03,2025-09-17
PAY0038323,ORD0038323,Credit Card,1468.28,2026-06-25
PAY0038324,ORD0038324,Credit Card,93.35,2026-03-24
PAY0038325,ORD0038325,Wallet,80.47,2026-04-07
PAY0038326,ORD0038326,Credit Card,592.22,2025-06-09
PAY0038327,ORD0038327,Credit Card,429.93,2023-10-23
PAY0038328,ORD0038328,COD,197.33,2025-09-13
PAY0038329,ORD0038329,UPI/Pix,460.96,2025-10-26
PAY0038330,ORD0038330,Credit Card,601.86,2023-12-01
PAY0038331,ORD0038331,Credit Card,650.75,2025-06-22
PAY0038333,ORD0038333,COD,1114.3,2025-05-09
PAY0038334,ORD0038334,Wallet,218.84,2026-01-10
PAY0038335,ORD0038335,Wallet,280.01,2026-02-23
PAY0038336,ORD0038336,Credit Card,678.71,2026-06-10
PAY0038337,ORD0038337,Credit Card,514.77,2025-11-07
PAY0038338,ORD0038338,Wallet,537.84,2026-03-16
PAY0038339,ORD0038339,Credit Card,339.85,2025-02-10
PAY0038340,ORD0038340,UPI/Pix,582.23,2024-08-01
PAY0038341,ORD0038341,Credit Card,411.8,2025-08-30
PAY0038342,ORD0038342,Wallet,238.15,2025-08-01
PAY0038343,ORD0038343,COD,1040.29,2026-01-12
PAY0038344,ORD0038344,Debit Card,573.71,2025-05-08
PAY0038345,ORD0038345,Credit Card,166.01,2024-11-02
PAY0038346,ORD0038346,COD,195.42,2025-07-07
PAY0038347,ORD0038347,Wallet,268.53,2025-08-31
PAY0038348,ORD0038348,Debit Card,250.35,2025-10-13
PAY0038349,ORD0038349,Credit Card,60.09,2025-10-12
PAY0038351,ORD0038351,Credit Card,381.42,2024-06-07
PAY0038353,ORD0038353,Credit Card,678.71,2026-06-02
PAY0038354,ORD0038354,Debit Card,294.16,2026-01-17
PAY0038355,ORD0038355,Credit Card,595.7,2026-03-09
PAY0038357,ORD0038357,UPI/Pix,573.21,2025-03-01
PAY0038358,ORD0038358,UPI/Pix,646.44,2025-06-24
PAY0038359,ORD0038359,UPI/Pix,342.46,2026-06-26
PAY0038361,ORD0038361,Credit Card,400.63,2026-05-24
PAY0038362,ORD0038362,Credit Card,269.81,2024-12-14
PAY0038363,ORD0038363,Credit Card,258.19,2025-09-20
PAY0038364,ORD0038364,Debit Card,585.64,2024-10-05
PAY0038365,ORD0038365,UPI/Pix,630.86,2024-08-27
PAY0038366,ORD0038366,COD,372.04,2024-01-15
PAY0038367,ORD0038367,Credit Card,1112.3,2025-06-18
PAY0038368,ORD0038368,UPI/Pix,199.84,2025-05-01
PAY0038369,ORD0038369,Credit Card,914.36,2025-05-21
PAY0038370,ORD0038370,Credit Card,139.88,2024-05-15
PAY0038371,ORD0038371,Credit Card,2101.63,2024-07-10
PAY0038372,ORD0038372,Credit Card,167.68,2026-02-27
PAY0038373,ORD0038373,Credit Card,253.58,2025-02-01
PAY0038374,ORD0038374,UPI/Pix,139.69,2024-11-08
PAY0038375,ORD0038375,COD,174.96,2023-10-20
PAY0038377,ORD0038377,Wallet,389.85,2024-11-12
PAY0038378,ORD0038378,Credit Card,233.28,2025-10-17
PAY0038380,ORD0038380,Credit Card,410.76,2026-01-03
PAY0038381,ORD0038381,Credit Card,450.63,2025-05-24
PAY0038382,ORD0038382,Debit Card,878.51,2025-09-30
PAY0038383,ORD0038383,UPI/Pix,188.5,2026-05-13
PAY0038384,ORD0038384,Credit Card,1020.8,2025-07-05
PAY0038385,ORD0038385,Wallet,489.28,2025-01-18
PAY0038387,ORD0038387,COD,172.61,2026-06-10
PAY0038388,ORD0038388,Debit Card,1282.53,2026-04-02
PAY0038389,ORD0038389,Credit Card,735.25,2026-05-22
PAY0038390,ORD0038390,Debit Card,731.03,2025-11-30
PAY0038391,ORD0038391,UPI/Pix,76.35,2024-01-16
PAY0038392,ORD0038392,Credit Card,778.81,2024-11-02
PAY0038394,ORD0038394,Credit Card,217.92,2024-12-03
PAY0038396,ORD0038396,Debit Card,293.05,2024-08-17
PAY0038397,ORD0038397,UPI/Pix,574.75,2025-08-23
PAY0038398,ORD0038398,COD,372.7,2026-01-03
PAY0038399,ORD0038399,UPI/Pix,359.88,2025-03-28
PAY0038400,ORD0038400,Credit Card,823.34,2025-09-06
PAY0038401,ORD0038401,COD,866.02,2024-04-02
PAY0038402,ORD0038402,UPI/Pix,716.79,2025-11-04
PAY0038403,ORD0038403,Debit Card,961.09,2025-12-30
PAY0038404,ORD0038404,Credit Card,260.2,2025-09-20
PAY0038405,ORD0038405,Credit Card,157.69,2026-05-07
PAY0038406,ORD0038406,Wallet,293.43,2026-04-26
PAY0038407,ORD0038407,UPI/Pix,587.3,2025-08-06
PAY0038408,ORD0038408,UPI/Pix,291.36,2025-05-20
PAY0038409,ORD0038409,Credit Card,684.98,2024-10-14
PAY0038410,ORD0038410,Credit Card,299.88,2025-10-03
PAY0038411,ORD0038411,Wallet,164.52,2024-06-10
PAY0038412,ORD0038412,Debit Card,194.02,2025-12-18
PAY0038414,ORD0038414,COD,467.49,2026-02-28
PAY0038415,ORD0038415,Wallet,441.37,2025-12-18
PAY0038417,ORD0038417,Credit Card,415.74,2026-05-30
PAY0038419,ORD0038419,Wallet,903.97,2026-05-15
PAY0038420,ORD0038420,Credit Card,3171.94,2026-02-28
PAY0038421,ORD0038421,UPI/Pix,655.71,2023-09-25
PAY0038422,ORD0038422,Credit Card,126.03,2025-11-10
PAY0038423,ORD0038423,Credit Card,436.53,2026-06-09
PAY0038424,ORD0038424,Debit Card,532.94,2025-02-10
PAY0038425,ORD0038425,Credit Card,635.71,2025-04-05
PAY0038426,ORD0038426,Credit Card,939.29,2024-09-11
PAY0038427,ORD0038427,Wallet,490.76,2025-11-14
PAY0038428,ORD0038428,Credit Card,1625.33,2025-09-26
PAY0038429,ORD0038429,Credit Card,292.84,2026-02-07
PAY0038431,ORD0038431,Credit Card,1305.0,2025-03-17
PAY0038432,ORD0038432,Wallet,1745.31,2026-02-12
PAY0038433,ORD0038433,UPI/Pix,1014.31,2025-08-29
PAY0038435,ORD0038435,Credit Card,643.92,2024-06-07
PAY0038436,ORD0038436,COD,583.98,2024-02-13
PAY0038437,ORD0038437,UPI/Pix,1017.4,2024-10-10
PAY0038438,ORD0038438,Credit Card,585.87,2026-03-08
PAY0038439,ORD0038439,Debit Card,313.99,2024-05-19
PAY0038440,ORD0038440,UPI/Pix,614.36,2024-04-12
PAY0038441,ORD0038441,Credit Card,741.4,2025-04-28
PAY0038442,ORD0038442,UPI/Pix,566.51,2025-07-12
PAY0038443,ORD0038443,Credit Card,560.61,2026-02-12
PAY0038444,ORD0038444,Credit Card,152.75,2025-10-10
PAY0038446,ORD0038446,UPI/Pix,713.69,2025-04-02
PAY0038447,ORD0038447,UPI/Pix,383.39,2025-04-26
PAY0038449,ORD0038449,UPI/Pix,616.52,2024-12-02
PAY0038450,ORD0038450,Credit Card,115.09,2026-04-08
PAY0038451,ORD0038451,Credit Card,227.99,2026-06-10
PAY0038452,ORD0038452,Wallet,399.67,2024-06-01
PAY0038453,ORD0038453,Wallet,1498.44,2025-12-26
PAY0038454,ORD0038454,Debit Card,293.86,2023-09-12
PAY0038455,ORD0038455,UPI/Pix,414.92,2024-12-24
PAY0038456,ORD0038456,Wallet,1049.52,2025-10-12
PAY0038458,ORD0038458,Debit Card,694.72,2024-12-20
PAY0038459,ORD0038459,Credit Card,417.39,2024-08-24
PAY0038460,ORD0038460,Credit Card,628.99,2026-05-02
PAY0038461,ORD0038461,UPI/Pix,771.66,2024-10-03
PAY0038464,ORD0038464,UPI/Pix,581.0,2026-05-02
PAY0038465,ORD0038465,Credit Card,363.23,2024-01-29
PAY0038466,ORD0038466,Credit Card,251.21,2024-07-18
PAY0038468,ORD0038468,UPI/Pix,687.24,2026-02-28
PAY0038470,ORD0038470,Credit Card,33.98,2024-11-28
PAY0038471,ORD0038471,UPI/Pix,1362.38,2026-03-08
PAY0038472,ORD0038472,UPI/Pix,1343.27,2025-03-09
PAY0038473,ORD0038473,Credit Card,296.2,2024-01-31
PAY0038474,ORD0038474,UPI/Pix,837.71,2025-12-22
PAY0038475,ORD0038475,Credit Card,420.68,2026-02-15
PAY0038476,ORD0038476,Credit Card,1300.51,2025-08-12
PAY0038477,ORD0038477,Debit Card,2078.63,2025-08-08
PAY0038478,ORD0038478,Credit Card,195.96,2026-02-16
PAY0038479,ORD0038479,Credit Card,932.91,2025-09-16
PAY0038480,ORD0038480,Credit Card,194.47,2025-12-12
PAY0038481,ORD0038481,Credit Card,534.55,2026-04-02
PAY0038482,ORD0038482,Credit Card,1141.28,2026-05-07
PAY0038483,ORD0038483,Wallet,257.09,2026-06-11
PAY0038484,ORD0038484,Credit Card,95.5,2025-06-19
PAY0038485,ORD0038485,Credit Card,201.08,2024-06-30
PAY0038486,ORD0038486,UPI/Pix,1209.02,2025-07-09
PAY0038487,ORD0038487,Credit Card,680.96,2026-03-11
PAY0038488,ORD0038488,UPI/Pix,249.46,2026-01-08
PAY0038489,ORD0038489,Debit Card,289.04,2024-12-04
PAY0038490,ORD0038490,Credit Card,865.26,2024-03-20
PAY0038491,ORD0038491,Credit Card,553.2,2025-03-17
PAY0038493,ORD0038493,UPI/Pix,457.04,2026-02-15
PAY0038494,ORD0038494,Credit Card,642.16,2025-03-03
PAY0038495,ORD0038495,Wallet,1373.93,2025-12-22
PAY0038496,ORD0038496,UPI/Pix,286.39,2025-06-04
PAY0038497,ORD0038497,COD,466.05,2026-04-06
PAY0038499,ORD0038499,COD,1269.31,2024-04-29
PAY0038500,ORD0038500,UPI/Pix,938.82,2025-11-14
PAY0038501,ORD0038501,Credit Card,535.39,2025-01-19
PAY0038502,ORD0038502,Debit Card,250.19,2025-03-13
PAY0038503,ORD0038503,UPI/Pix,1667.97,2025-11-02
PAY0038504,ORD0038504,UPI/Pix,45.87,2024-12-06
PAY0038505,ORD0038505,Debit Card,979.02,2024-07-15
PAY0038506,ORD0038506,Debit Card,831.36,2024-10-03
PAY0038507,ORD0038507,Credit Card,94.14,2024-09-08
PAY0038509,ORD0038509,COD,497.69,2026-01-05
PAY0038511,ORD0038511,Wallet,230.05,2024-04-12
PAY0038512,ORD0038512,Credit Card,488.67,2025-08-07
PAY0038513,ORD0038513,Wallet,500.4,2024-04-03
PAY0038514,ORD0038514,Wallet,980.35,2025-05-27
PAY0038515,ORD0038515,Credit Card,426.31,2025-10-10
PAY0038516,ORD0038516,UPI/Pix,856.87,2025-12-03
PAY0038517,ORD0038517,Credit Card,307.47,2025-05-27
PAY0038518,ORD0038518,Debit Card,400.15,2026-01-26
PAY0038519,ORD0038519,COD,135.16,2026-04-20
PAY0038520,ORD0038520,Credit Card,427.61,2025-02-03
PAY0038521,ORD0038521,Credit Card,560.38,2024-02-07
PAY0038522,ORD0038522,Credit Card,320.93,2024-12-27
PAY0038523,ORD0038523,Credit Card,119.66,2025-07-21
PAY0038524,ORD0038524,Credit Card,1769.41,2024-08-07
PAY0038525,ORD0038525,Wallet,281.99,2025-10-10
PAY0038527,ORD0038527,Wallet,790.11,2026-01-24
PAY0038528,ORD0038528,UPI/Pix,506.95,2024-04-22
PAY0038529,ORD0038529,Wallet,505.23,2026-02-17
PAY0038530,ORD0038530,Credit Card,1170.63,2025-06-24
PAY0038531,ORD0038531,Credit Card,377.54,2026-04-16
PAY0038533,ORD0038533,Credit Card,759.57,2025-07-29
PAY0038534,ORD0038534,Wallet,446.81,2026-01-14
PAY0038535,ORD0038535,Credit Card,354.26,2025-02-17
PAY0038536,ORD0038536,Credit Card,1981.61,2024-07-04
PAY0038537,ORD0038537,UPI/Pix,597.68,2026-04-18
PAY0038538,ORD0038538,Credit Card,573.71,2025-02-18
PAY0038539,ORD0038539,Debit Card,336.56,2025-09-03
PAY0038540,ORD0038540,Debit Card,412.96,2025-06-10
PAY0038541,ORD0038541,Credit Card,1503.11,2025-05-21
PAY0038542,ORD0038542,Credit Card,693.91,2025-12-21
PAY0038543,ORD0038543,Credit Card,489.83,2025-02-13
PAY0038546,ORD0038546,Wallet,1631.19,2025-04-30
PAY0038547,ORD0038547,Credit Card,1463.12,2025-09-21
PAY0038548,ORD0038548,UPI/Pix,1145.27,2024-07-31
PAY0038549,ORD0038549,COD,15.51,2025-09-14
PAY0038550,ORD0038550,Credit Card,774.07,2024-09-27
PAY0038551,ORD0038551,Debit Card,545.64,2026-03-25
PAY0038553,ORD0038553,Credit Card,663.15,2026-03-30
PAY0038554,ORD0038554,Credit Card,343.15,2026-01-02
PAY0038555,ORD0038555,Credit Card,284.35,2024-06-15
PAY0038557,ORD0038557,Wallet,110.47,2026-03-23
PAY0038558,ORD0038558,COD,264.46,2025-06-09
PAY0038559,ORD0038559,COD,539.51,2025-02-23
PAY0038560,ORD0038560,Credit Card,721.57,2024-10-01
PAY0038562,ORD0038562,Wallet,911.58,2026-06-14
PAY0038563,ORD0038563,Credit Card,1609.5,2024-12-30
PAY0038564,ORD0038564,Credit Card,122.97,2026-03-19
PAY0038565,ORD0038565,Wallet,207.17,2026-01-06
PAY0038566,ORD0038566,Credit Card,1688.67,2026-03-24
PAY0038567,ORD0038567,Credit Card,1308.9,2025-01-05
PAY0038568,ORD0038568,Debit Card,1191.81,2026-05-30
PAY0038569,ORD0038569,Credit Card,323.95,2026-04-18
PAY0038570,ORD0038570,Credit Card,85.81,2025-09-23
PAY0038572,ORD0038572,UPI/Pix,1925.67,2025-12-21
PAY0038573,ORD0038573,Wallet,211.16,2026-05-07
PAY0038574,ORD0038574,UPI/Pix,819.67,2025-08-20
PAY0038575,ORD0038575,Wallet,860.64,2025-12-26
PAY0038576,ORD0038576,Wallet,397.01,2025-02-14
PAY0038577,ORD0038577,COD,1033.58,2026-04-11
PAY0038578,ORD0038578,UPI/Pix,371.7,2026-01-27
PAY0038579,ORD0038579,Wallet,1067.7,2026-03-13
PAY0038580,ORD0038580,Credit Card,604.62,2025-11-18
PAY0038581,ORD0038581,UPI/Pix,98.23,2025-09-10
PAY0038582,ORD0038582,Wallet,758.74,2024-11-29
PAY0038583,ORD0038583,UPI/Pix,122.67,2024-09-08
PAY0038584,ORD0038584,Wallet,312.92,2025-07-17
PAY0038585,ORD0038585,Debit Card,419.85,2025-05-31
PAY0038586,ORD0038586,Wallet,111.31,2026-01-28
PAY0038588,ORD0038588,Credit Card,153.29,2025-11-28
PAY0038589,ORD0038589,UPI/Pix,1964.86,2025-01-27
PAY0038590,ORD0038590,Wallet,94.96,2024-10-06
PAY0038591,ORD0038591,Wallet,140.31,2025-06-30
PAY0038592,ORD0038592,Credit Card,474.58,2026-03-16
PAY0038593,ORD0038593,Debit Card,275.33,2025-06-22
PAY0038594,ORD0038594,Debit Card,296.22,2024-07-01
PAY0038595,ORD0038595,Credit Card,901.56,2026-04-08
PAY0038596,ORD0038596,Credit Card,293.52,2024-11-01
PAY0038597,ORD0038597,Credit Card,394.34,2025-02-08
PAY0038598,ORD0038598,Credit Card,1359.51,2025-11-13
PAY0038599,ORD0038599,Credit Card,127.32,2026-04-06
PAY0038600,ORD0038600,Credit Card,476.44,2026-05-30
PAY0038601,ORD0038601,Credit Card,1458.14,2024-12-03
PAY0038602,ORD0038602,Credit Card,369.86,2024-08-29
PAY0038603,ORD0038603,Credit Card,340.45,2026-04-13
PAY0038604,ORD0038604,Debit Card,906.84,2024-07-10
PAY0038605,ORD0038605,UPI/Pix,1035.83,2025-03-13
PAY0038606,ORD0038606,Credit Card,849.41,2025-01-09
PAY0038608,ORD0038608,Credit Card,45.86,2026-04-16
PAY0038609,ORD0038609,Debit Card,88.56,2024-12-10
PAY0038610,ORD0038610,UPI/Pix,841.71,2024-10-16
PAY0038611,ORD0038611,Credit Card,502.94,2025-12-16
PAY0038612,ORD0038612,Wallet,311.04,2026-01-18
PAY0038613,ORD0038613,Debit Card,520.47,2024-02-05
PAY0038614,ORD0038614,UPI/Pix,93.24,2025-09-07
PAY0038615,ORD0038615,Credit Card,309.22,2025-06-11
PAY0038616,ORD0038616,Wallet,58.53,2026-04-09
PAY0038618,ORD0038618,Credit Card,1847.92,2025-02-22
PAY0038619,ORD0038619,UPI/Pix,484.79,2025-03-17
PAY0038620,ORD0038620,COD,52.37,2025-02-18
PAY0038621,ORD0038621,UPI/Pix,395.82,2026-05-03
PAY0038622,ORD0038622,Credit Card,160.2,2026-05-20
PAY0038623,ORD0038623,UPI/Pix,176.95,2026-03-26
PAY0038624,ORD0038624,UPI/Pix,721.06,2026-03-30
PAY0038625,ORD0038625,Credit Card,566.76,2025-10-11
PAY0038626,ORD0038626,Credit Card,268.53,2025-11-13
PAY0038627,ORD0038627,Credit Card,268.75,2024-06-03
PAY0038628,ORD0038628,Wallet,1500.08,2025-03-04
PAY0038629,ORD0038629,Wallet,566.76,2025-11-06
PAY0038630,ORD0038630,UPI/Pix,745.31,2026-03-01
PAY0038632,ORD0038632,Credit Card,635.22,2026-04-29
PAY0038633,ORD0038633,UPI/Pix,417.79,2025-04-05
PAY0038634,ORD0038634,Wallet,200.65,2026-04-02
PAY0038635,ORD0038635,Credit Card,833.4,2025-05-13
PAY0038636,ORD0038636,UPI/Pix,390.79,2024-10-12
PAY0038637,ORD0038637,Credit Card,2055.51,2025-12-10
PAY0038638,ORD0038638,Credit Card,76.69,2025-11-17
PAY0038639,ORD0038639,UPI/Pix,657.49,2026-03-24
PAY0038640,ORD0038640,Credit Card,398.55,2026-03-10
PAY0038641,ORD0038641,Credit Card,386.33,2025-09-14
PAY0038643,ORD0038643,Debit Card,443.45,2024-08-31
PAY0038644,ORD0038644,UPI/Pix,242.37,2024-12-08
PAY0038645,ORD0038645,UPI/Pix,316.44,2026-04-20
PAY0038646,ORD0038646,Credit Card,1303.68,2026-03-19
PAY0038647,ORD0038647,Credit Card,502.94,2024-02-07
PAY0038648,ORD0038648,Credit Card,244.18,2026-03-05
PAY0038649,ORD0038649,Wallet,201.21,2024-01-20
PAY0038650,ORD0038650,Debit Card,706.05,2024-08-25
PAY0038651,ORD0038651,COD,591.43,2024-11-30
PAY0038653,ORD0038653,Credit Card,999.99,2024-07-28
PAY0038655,ORD0038655,Wallet,1059.83,2025-12-15
PAY0038656,ORD0038656,Credit Card,1742.73,2024-02-29
PAY0038657,ORD0038657,Wallet,155.29,2025-11-23
PAY0038658,ORD0038658,Wallet,760.62,2025-11-20
PAY0038659,ORD0038659,Credit Card,156.06,2025-04-05
PAY0038660,ORD0038660,Credit Card,1943.86,2025-03-27
PAY0038661,ORD0038661,COD,167.18,2024-06-13
PAY0038662,ORD0038662,Debit Card,126.03,2025-04-27
PAY0038663,ORD0038663,Credit Card,365.71,2024-01-12
PAY0038664,ORD0038664,Debit Card,561.04,2025-06-19
PAY0038665,ORD0038665,Credit Card,516.96,2026-06-19
PAY0038666,ORD0038666,COD,778.34,2024-06-12
PAY0038667,ORD0038667,Credit Card,41.42,2026-04-29
PAY0038670,ORD0038670,Wallet,280.51,2026-05-13
PAY0038671,ORD0038671,Credit Card,964.57,2026-05-19
PAY0038672,ORD0038672,Wallet,152.59,2024-11-23
PAY0038674,ORD0038674,Credit Card,223.05,2024-10-04
PAY0038676,ORD0038676,COD,629.38,2025-02-15
PAY0038677,ORD0038677,UPI/Pix,566.51,2025-12-02
PAY0038678,ORD0038678,UPI/Pix,798.73,2026-05-31
PAY0038679,ORD0038679,Credit Card,305.38,2026-05-03
PAY0038681,ORD0038681,Wallet,343.15,2026-05-07
PAY0038685,ORD0038685,Debit Card,1476.01,2024-08-13
PAY0038687,ORD0038687,Wallet,688.15,2025-08-27
PAY0038688,ORD0038688,COD,218.43,2025-10-05
PAY0038689,ORD0038689,Credit Card,1297.0,2026-03-04
PAY0038690,ORD0038690,Debit Card,422.1,2024-11-06
PAY0038691,ORD0038691,Credit Card,652.06,2025-04-30
PAY0038693,ORD0038693,Wallet,569.16,2026-04-28
PAY0038694,ORD0038694,Credit Card,2070.28,2026-02-16
PAY0038695,ORD0038695,UPI/Pix,196.63,2025-07-05
PAY0038698,ORD0038698,UPI/Pix,522.47,2024-06-20
PAY0038699,ORD0038699,Debit Card,922.74,2025-12-28
PAY0038700,ORD0038700,Debit Card,314.93,2025-01-03
PAY0038701,ORD0038701,Credit Card,120.74,2026-05-11
PAY0038702,ORD0038702,Credit Card,335.43,2025-05-14
PAY0038703,ORD0038703,Credit Card,598.82,2023-11-15
PAY0038704,ORD0038704,UPI/Pix,559.0,2025-11-25
PAY0038705,ORD0038705,UPI/Pix,393.44,2024-09-21
PAY0038706,ORD0038706,UPI/Pix,361.3,2026-04-17
PAY0038707,ORD0038707,Credit Card,615.93,2024-10-21
PAY0038708,ORD0038708,Credit Card,490.76,2024-12-17
PAY0038711,ORD0038711,COD,334.71,2023-11-27
PAY0038713,ORD0038713,COD,1485.31,2024-08-12
PAY0038714,ORD0038714,Wallet,496.42,2025-07-06
PAY0038715,ORD0038715,Credit Card,134.97,2026-01-26
PAY0038716,ORD0038716,UPI/Pix,871.83,2025-01-18
PAY0038717,ORD0038717,Credit Card,319.85,2025-06-06
PAY0038718,ORD0038718,Credit Card,60.09,2024-04-14
PAY0038719,ORD0038719,Credit Card,490.76,2026-04-12
PAY0038720,ORD0038720,Debit Card,93.11,2026-02-23
PAY0038721,ORD0038721,UPI/Pix,314.93,2025-04-27
PAY0038722,ORD0038722,Debit Card,296.2,2025-01-16
PAY0038723,ORD0038723,Credit Card,2182.32,2026-04-12
PAY0038724,ORD0038724,Wallet,261.06,2025-10-07
PAY0038725,ORD0038725,Wallet,304.97,2025-12-12
PAY0038727,ORD0038727,Credit Card,299.0,2024-11-15
PAY0038728,ORD0038728,Credit Card,319.52,2024-10-22
PAY0038729,ORD0038729,Wallet,78.0,2024-10-27
PAY0038730,ORD0038730,Wallet,309.54,2025-01-05
PAY0038731,ORD0038731,Credit Card,19.19,2026-06-07
PAY0038732,ORD0038732,Credit Card,387.82,2026-03-14
PAY0038733,ORD0038733,Debit Card,572.52,2024-02-11
PAY0038734,ORD0038734,Credit Card,459.3,2026-03-29
PAY0038735,ORD0038735,UPI/Pix,825.74,2026-05-15
PAY0038736,ORD0038736,Credit Card,732.19,2025-02-05
PAY0038737,ORD0038737,UPI/Pix,578.31,2025-11-04
PAY0038738,ORD0038738,Debit Card,132.84,2026-01-05
PAY0038739,ORD0038739,Debit Card,515.36,2024-05-22
PAY0038740,ORD0038740,Wallet,219.84,2024-11-23
PAY0038741,ORD0038741,Credit Card,1495.81,2025-03-31
PAY0038742,ORD0038742,Credit Card,357.43,2025-10-29
PAY0038743,ORD0038743,Debit Card,766.02,2025-03-04
PAY0038745,ORD0038745,COD,194.47,2024-05-03
PAY0038746,ORD0038746,Wallet,71.88,2025-01-30
PAY0038747,ORD0038747,Credit Card,1519.34,2026-06-09
PAY0038748,ORD0038748,Credit Card,178.65,2026-04-27
PAY0038750,ORD0038750,Debit Card,949.34,2024-07-21
PAY0038752,ORD0038752,Debit Card,805.23,2024-06-03
PAY0038753,ORD0038753,Credit Card,602.59,2025-01-17
PAY0038754,ORD0038754,COD,345.46,2024-10-25
PAY0038755,ORD0038755,UPI/Pix,178.87,2024-10-03
PAY0038756,ORD0038756,Credit Card,370.96,2025-12-26
PAY0038758,ORD0038758,Debit Card,919.48,2026-04-18
PAY0038760,ORD0038760,UPI/Pix,314.87,2024-02-14
PAY0038761,ORD0038761,Credit Card,1255.68,2026-04-02
PAY0038762,ORD0038762,Debit Card,262.1,2026-01-02
PAY0038764,ORD0038764,UPI/Pix,71.9,2025-07-22
PAY0038765,ORD0038765,Credit Card,176.52,2026-03-17
PAY0038766,ORD0038766,Debit Card,886.69,2024-02-01
PAY0038767,ORD0038767,UPI/Pix,1364.94,2025-11-07
PAY0038768,ORD0038768,Credit Card,462.07,2024-02-21
PAY0038769,ORD0038769,Credit Card,1159.22,2024-12-17
PAY0038770,ORD0038770,COD,446.86,2025-12-20
PAY0038771,ORD0038771,Credit Card,465.93,2025-05-11
PAY0038772,ORD0038772,Credit Card,932.31,2026-01-30
PAY0038773,ORD0038773,Credit Card,357.32,2024-09-25
PAY0038774,ORD0038774,Debit Card,1711.02,2025-11-29
PAY0038775,ORD0038775,Credit Card,386.28,2025-07-06
PAY0038776,ORD0038776,Debit Card,431.68,2024-08-20
PAY0038777,ORD0038777,COD,379.02,2025-12-15
PAY0038778,ORD0038778,UPI/Pix,1461.04,2026-01-26
PAY0038780,ORD0038780,Wallet,581.35,2026-06-15
PAY0038782,ORD0038782,Debit Card,41.68,2025-09-09
PAY0038783,ORD0038783,COD,230.16,2025-12-09
PAY0038785,ORD0038785,Credit Card,999.36,2025-05-26
PAY0038786,ORD0038786,UPI/Pix,86.21,2024-06-03
PAY0038787,ORD0038787,Credit Card,1046.92,2026-04-27
PAY0038789,ORD0038789,UPI/Pix,2197.56,2026-06-06
PAY0038790,ORD0038790,COD,704.03,2026-01-04
PAY0038791,ORD0038791,Credit Card,128.0,2024-12-26
PAY0038792,ORD0038792,Debit Card,150.63,2025-11-11
PAY0038793,ORD0038793,Credit Card,126.9,2025-04-07
PAY0038794,ORD0038794,Wallet,1172.99,2025-09-21
PAY0038795,ORD0038795,Credit Card,1772.85,2026-02-17
PAY0038796,ORD0038796,Credit Card,506.79,2026-06-15
PAY0038797,ORD0038797,Wallet,170.77,2024-08-30
PAY0038798,ORD0038798,Credit Card,611.72,2025-04-26
PAY0038799,ORD0038799,UPI/Pix,368.28,2026-05-26
