product_id,product_name,category,unit_cost,unit_price
PROD01076,Discussion Plan,Garden & Tools,137.18,354.15
PROD01077,Accept Order,Electronics,153.71,386.21
PROD01078,Nature Much,Sports & Leisure,202.78,293.05
PROD01079,Should Window,Groceries,259.19,494.74
PROD01080,What There,Garden & Tools,203.41,560.46
PROD01081,Degree Wish,Home & Furniture,223.16,351.27
PROD01082,Laugh Car,Groceries,58.15,74.45
PROD01083,Least Often,Books,118.31,207.47
PROD01084,Apply Result,Electronics,177.52,358.15
PROD01085,Change Just,Garden & Tools,187.72,242.05
PROD01086,Individual Think,Auto Parts,84.85,159.75
PROD01087,Turn Case,Groceries,292.62,469.79
PROD01088,Guess All,Sports & Leisure,39.86,61.36
PROD01089,Leader Opportunity,Beauty,38.12,61.84
PROD01090,Seek Cultural,Electronics,72.6,99.36
PROD01091,Represent Suffer,Home & Furniture,227.4,300.77
PROD01092,Should Military,Sports & Leisure,15.78,33.98
PROD01093,Believe People,Sports & Leisure,296.42,805.23
PROD01094,Yeah Step,Groceries,296.38,737.27
PROD01095,Kitchen Level,Sports & Leisure,52.11,132.06
PROD01096,Present Who,Sports & Leisure,123.35,293.1
PROD01097,Region Care,Fashion,65.16,177.86
PROD01098,Impact Foot,Toys,125.36,341.09
PROD01099,Happen Measure,Books,162.19,396.6
PROD01100,Nearly Rock,Sports & Leisure,247.71,581.01
PROD01101,Financial Success,Home & Furniture,15.56,26.27
PROD01102,Agree Book,Beauty,296.13,398.55
PROD01103,Result Leader,Fashion,282.47,380.94
PROD01104,Pull Performance,Toys,173.27,412.04
PROD01105,Beyond Never,Auto Parts,146.86,182.9
PROD01106,A Imagine,Fashion,167.44,419.65
PROD01107,Relate Support,Toys,10.44,18.65
PROD01108,Discover See,Auto Parts,222.62,335.56
PROD01109,Build Attorney,Sports & Leisure,151.45,280.51
PROD01110,Down Nation,Groceries,89.38,207.83
PROD01111,Week Mr,Groceries,141.16,231.53
PROD01112,People Newspaper,Toys,91.31,134.94
PROD01113,Cut Guess,Electronics,211.49,503.48
PROD01114,Require Film,Sports & Leisure,186.26,485.97
PROD01115,Gas Body,Garden & Tools,119.49,255.33
PROD01116,Along Who,Auto Parts,97.7,199.13
PROD01117,North Art,Auto Parts,264.02,635.71
PROD01118,Structure Support,Books,206.26,489.3
PROD01119,Somebody Eight,Groceries,216.16,261.56
PROD01120,Attention Coach,Beauty,187.49,309.54
PROD01121,Section Fund,Auto Parts,27.19,73.17
PROD01122,Provide Woman,Home & Furniture,22.48,61.51
PROD01123,Morning Over,Home & Furniture,131.61,265.39
PROD01124,Key Between,Toys,279.5,585.87
PROD01125,Rest Its,Beauty,159.79,191.92
PROD01126,Nice Foot,Beauty,263.39,599.41
PROD01127,Bit Start,Home & Furniture,33.48,51.56
PROD01128,Beat Very,Auto Parts,218.66,307.14
PROD01129,Across Recent,Home & Furniture,77.37,130.56
PROD01130,Great Avoid,Auto Parts,159.73,361.6
PROD01131,Table Performance,Sports & Leisure,91.41,173.51
PROD01132,Drop Clearly,Sports & Leisure,215.14,378.32
PROD01133,Administration Cell,Toys,123.26,291.25
PROD01134,Huge Same,Sports & Leisure,141.34,353.63
PROD01135,Piece The,Books,77.38,200.47
PROD01136,Budget Young,Fashion,88.03,168.28
PROD01137,Garden Treatment,Fashion,57.95,136.1
PROD01138,Area Service,Fashion,168.37,440.51
PROD01139,Nearly Term,Electronics,47.77,126.79
PROD01140,Build May,Fashion,84.12,167.18
PROD01141,Create Candidate,Beauty,161.49,285.6
PROD01142,Generation Management,Books,86.08,227.28
PROD01143,Support Improve,Beauty,178.61,289.04
PROD01144,Send Reality,Fashion,9.18,22.72
PROD01145,Question Because,Groceries,292.1,775.19
PROD01146,Receive Surface,Sports & Leisure,220.35,525.22
PROD01147,Bring Several,Fashion,153.63,351.47
PROD01148,Skin Draw,Beauty,276.65,354.41
PROD01149,Pull Seem,Beauty,261.58,399.06
PROD01150,Son Boy,Fashion,113.13,256.41
PROD01151,Quite Energy,Auto Parts,39.26,96.43
PROD01152,Bit Enter,Beauty,79.41,103.35
PROD01153,Others Move,Groceries,66.56,81.9
PROD01154,Shoulder Right,Auto Parts,226.27,384.3
PROD01155,International Kind,Toys,166.69,372.04
PROD01156,Drop Get,Fashion,255.78,516.49
PROD01157,Citizen Of,Electronics,149.46,181.35
PROD01158,Fear Have,Auto Parts,232.08,334.79
PROD01159,Yet Month,Beauty,100.41,241.34
PROD01160,Center Note,Fashion,182.63,306.14
PROD01161,Think Talk,Toys,193.62,268.65
PROD01162,Enough Sense,Garden & Tools,228.99,293.42
PROD01163,Society Conference,Auto Parts,240.85,616.75
PROD01164,Little Artist,Toys,86.57,169.22
PROD01165,Environment International,Auto Parts,118.59,237.88
PROD01166,Hear Most,Toys,66.1,85.81
PROD01167,Attack Draw,Groceries,225.61,447.1
PROD01168,Treatment Themselves,Groceries,84.86,189.51
PROD01169,Prepare With,Groceries,120.35,168.07
PROD01170,Fast Be,Home & Furniture,241.89,639.56
PROD01171,Situation Run,Home & Furniture,105.24,258.19
PROD01172,Television Control,Home & Furniture,90.99,225.93
PROD01173,Throw Eat,Toys,197.1,405.72
PROD01174,Decade Former,Groceries,292.74,507.69
PROD01175,State Probably,Garden & Tools,23.47,52.21
PROD01176,Them Within,Electronics,251.26,392.11
PROD01177,Next Admit,Groceries,40.87,58.0
PROD01178,Agency Short,Groceries,106.74,220.03
PROD01179,Question Space,Sports & Leisure,127.93,251.49
PROD01180,Street View,Fashion,217.03,312.62
PROD01181,Explain Management,Electronics,278.34,570.22
PROD01182,Site Meet,Beauty,35.09,72.79
PROD01183,Special Rise,Toys,224.72,583.02
PROD01184,Sort Tell,Toys,100.08,241.67
PROD01185,Money Before,Sports & Leisure,271.06,419.63
PROD01186,Final Just,Books,87.07,218.43
PROD01187,Full Season,Auto Parts,209.69,576.74
PROD01188,Tend Letter,Toys,53.6,125.78
PROD01189,Network Organization,Home & Furniture,287.59,707.24
PROD01190,Seem Center,Home & Furniture,6.28,10.21
PROD01191,Rate Book,Home & Furniture,73.69,205.38
PROD01192,Goal Rate,Home & Furniture,204.4,302.97
PROD01193,Vote Spend,Sports & Leisure,256.79,616.65
PROD01194,Few Shake,Garden & Tools,298.1,546.22
PROD01195,Fact Bring,Sports & Leisure,56.11,99.37
PROD01196,Score Dinner,Groceries,95.61,158.35
PROD01197,Defense Civil,Sports & Leisure,268.1,510.92
PROD01198,Its Argue,Groceries,14.59,35.97
PROD01199,Care Skill,Books,221.33,598.82
PROD01200,Upon Skill,Garden & Tools,129.8,242.2
